#(1) SSI website, (2) Hekker et al. 2011, (3) Stello et al. 2013, (4) Yu et al. 2016, (5) Mathur et al. 2016, (6) Gaulme et al. 2013, (7) Gaulme et al. 2014, (8) Chaplin et al. 2014, (9)Beck et al. 2014, (10)Pinsonneault et al. 2014					
#KIC	Vmax	Vmax_err	Dv	Dv_err	ref
8414062	NaN	NaN	69.50000 	1.80000 	8,9
8414303	107.10000 	0.70000 	9.38000 	0.02000 	4
8414340	104.74169 	0.21895 	9.79468 	0.00196 	1,3,9
8414512	32.14732 	0.21053 	4.07374 	0.00162 	1,3,9
8414518	57.65756 	0.11472 	5.56530 	0.00250 	1,3,9
8414815	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8415016	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8415501	30.36832 	0.16754 	3.64493 	0.00092 	1,2,9
8415544	NaN	NaN	17.10000 	0.03000 	4
8415616	9.19935 	0.22906 	1.58132 	0.00320 	1,9
8415729	59.42658 	0.38906 	6.22968 	0.00157 	1,9
8416311	865.00000 	40.00000 	48.80000 	0.80000 	8,9
8416447	66.51464 	0.24370 	6.90299 	0.00101 	1,3,4
8416927	167.84900 	0.44762 	12.18782 	0.00408 	1
8417027	30.19811 	0.17067 	3.94664 	0.00110 	1,9
8417113	238.97242 	1.65090 	18.16104 	0.01562 	1,5
8417184	9.89787 	0.10308 	1.54269 	0.00121 	1,9
8418027	117.00851 	0.38790 	10.89850 	0.00300 	1,5
8418056	30.29688 	0.24766 	3.70023 	0.00531 	1
8418309	-99.90000 	-99.90000 	10.13100 	-99.90000 	3,9
8418352	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8418615	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8420770	32.11656 	0.07781 	3.91458 	0.00211 	1,3,9
8420801	1287.00000 	86.00000 	67.40000 	1.80000 	8,9
8420829	45.16958 	0.20784 	5.28925 	0.00089 	1,9
8420916	72.22773 	0.21059 	7.27022 	0.00088 	1,3,9
8420954	81.24261 	0.32180 	7.92444 	0.00112 	1,3,9
8422693	29.48572 	0.75814 	3.05852 	0.00510 	1
8423171	85.96988 	0.09586 	7.43232 	0.00168 	1,3,9
8423426	48.23779 	0.37103 	5.34918 	0.00161 	1,9
8423708	-99.90000 	-99.90000 	12.00000 	-99.90000 	3,9
8423770	23.96587 	0.19980 	3.45930 	0.00189 	1,9
8423776	NaN	NaN	22.45000 	0.08000 	4
8423836	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8424298	152.63376 	0.48288 	12.78335 	0.00159 	1,9
8424345	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8424501	189.40000 	2.40000 	14.10000 	0.02000 	4
8424590	30.45904 	0.28735 	3.93493 	0.00231 	1,9
8424785	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8424992	2670.00000 	127.00000 	121.00000 	3.30000 	8,9
8425211	179.69126 	0.90753 	14.66244 	0.00406 	1,3,9
8425420	43.70211 	0.11900 	5.25586 	0.00108 	1,9
8425507	47.10783 	0.35162 	5.25448 	0.00154 	1,9
8425633	62.46325 	0.25087 	6.68954 	0.00101 	1,3,9
8425933	33.98000 	0.35713 	4.01182 	0.00239 	1,9
8426108	19.62592 	0.21393 	2.80027 	0.00186 	1,9
8426672	184.37822 	0.63725 	14.85066 	0.00300 	1,3,9
8426743	39.59509 	0.24085 	4.43987 	0.00145 	1,9
8426868	19.06806 	0.22680 	2.60534 	0.00192 	1,9
8426901	39.78515 	0.15218 	4.31309 	0.00263 	1,3,9
8426937	73.31368 	0.32961 	7.68520 	0.00248 	1
8427075	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8427534	99.32418 	0.89158 	8.68195 	0.00524 	1
8427903	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8427933	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8428095	53.56457 	0.23593 	5.42541 	0.00103 	1,3,9
8428638	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8428756	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8429285	145.44908 	0.34993 	10.59818 	0.00408 	1,4
8429299	30.06810 	0.24899 	4.10575 	0.00224 	1,9
8429471	32.90474 	0.61342 	3.96550 	0.00345 	1,9
8429532	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8429662	107.14269 	0.25437 	8.39309 	0.00914 	1
8429700	34.52593 	0.13261 	3.76394 	0.00110 	1,9
8429977	128.79852 	0.28266 	10.97164 	0.00204 	1,3,9
8430105	71.20000 	-99.00000 	7.20000 	-99.90000 	6,7
8430504	54.10721 	0.21003 	5.72389 	0.00228 	1,3,9
8431063	51.54503 	0.33399 	5.27330 	0.00130 	1,3,9
8431083	116.88111 	0.33205 	10.88701 	0.00232 	1,3,9
8431241	30.66961 	0.29566 	3.93089 	0.00236 	1,9
8431479	62.09004 	0.12499 	5.96812 	0.00178 	1,9
8431695	57.96936 	0.07830 	6.16344 	0.00090 	1,3,2,9
8431875	26.04259 	0.16839 	2.91203 	0.00183 	1
8431946	27.48798 	0.15620 	3.36736 	0.00237 	1,9
8432198	NaN	NaN	18.39000 	0.05000 	4
8432219	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8432239	48.86910 	0.20763 	4.94935 	0.00088 	1,3,2,9
8432800	136.04350 	0.34425 	10.21534 	0.00312 	1,3,9
8432910	178.54084 	0.57373 	13.92165 	0.00558 	1
8432918	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8435400	805.00000 	33.00000 	44.60000 	1.80000 	8,9
8435606	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8435651	27.18004 	0.29245 	3.70322 	0.00278 	1,9
8440248	-99.90000 	-99.90000 	12.46900 	-99.90000 	3,9
8440367	42.31859 	0.07279 	4.57514 	0.00145 	1,3,9
8440983	42.68404 	0.24292 	4.56040 	0.00129 	1,3,9
8441160	6.15999 	0.18984 	1.09599 	0.00340 	1
8441683	42.76326 	0.35032 	4.88856 	0.00155 	1,9
8443193	31.82903 	0.41195 	4.02071 	0.00313 	1,9
8445172	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8445641	82.39700 	0.11889 	7.75183 	0.00188 	1,3,9
8445780	34.39781 	0.54768 	3.78108 	0.00743 	1
8445814	22.92503 	0.15773 	3.06739 	0.00099 	1,9
8446093	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8446192	247.18106 	0.74734 	14.66960 	0.00865 	1,9
8446353	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8446465	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8447092	129.17130 	0.61219 	11.57162 	0.00207 	1
8450399	92.18917 	0.42572 	8.66835 	0.00188 	1
8450413	17.16456 	0.37698 	2.30239 	0.00314 	1,9
8451486	-99.90000 	-99.90000 	11.40300 	-99.90000 	3,9
8451941	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8452238	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8452582	31.92290 	0.09610 	3.89182 	0.00263 	1
8452675	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8453324	65.50000 	-99.00000 	6.00000 	-99.90000 	6
8453896	101.36656 	0.39494 	9.14211 	0.00183 	1,3,9
8454209	13.92664 	0.11019 	1.92803 	0.00093 	1,2,9
8454588	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8454772	11.52030 	0.21491 	1.67729 	0.00223 	1
8455280	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8456004	82.44309 	0.62544 	7.09320 	0.00328 	1
8456687	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8456813	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8457086	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8458124	-99.90000 	-99.90000 	12.19500 	-99.90000 	3,9
8458459	220.21370 	0.48169 	17.33199 	0.00394 	1,9
8458519	31.00000 	-99.90000 	3.86000 	-99.90000 	2,9
8458760	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8458844	30.02570 	0.39679 	3.55796 	0.00248 	1
8458954	-99.90000 	-99.90000 	11.20400 	-99.90000 	3,9
8459085	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8460470	99.94255 	0.66149 	9.58195 	0.00261 	1,9
8460569	13.90977 	0.20063 	2.04835 	0.00203 	1
8460634	34.82230 	0.08535 	4.23141 	0.00176 	1,9
8460684	45.15365 	0.08033 	4.82024 	0.00207 	1,9
8461359	28.95691 	0.29810 	3.23125 	0.00171 	1,9
8461449	-99.90000 	-99.90000 	5.29400 	-99.90000 	3,2,9
8461591	21.55735 	0.34175 	2.53342 	0.00214 	1
8461659	58.28178 	0.12559 	5.14528 	0.00159 	1,3,9
8461876	32.91221 	0.17621 	4.00798 	0.00361 	1
8462113	12.89167 	0.20014 	2.00733 	0.00205 	1
8462258	24.05144 	0.18989 	3.24877 	0.00095 	1
8462775	43.10591 	0.09567 	4.22225 	0.00128 	1,3
8462934	-99.90000 	-99.90000 	6.28400 	-99.90000 	3,2,9
8474281	36.54530 	0.34427 	3.60341 	0.00457 	1
8474506	36.71317 	0.16233 	4.46320 	0.00137 	1,9
8474606	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8474915	149.60776 	0.29595 	10.89495 	0.00334 	1,4
8474990	22.96666 	0.06724 	2.82660 	0.00161 	1,9
8475025	-99.90000 	-99.90000 	9.54500 	-99.90000 	3,2,9
8475164	31.13916 	0.20776 	3.99424 	0.00196 	1,9
8475511	12.32892 	0.02935 	2.00761 	0.00108 	1,2,9
8475684	163.80000 	1.10000 	13.73000 	0.03000 	4
8475844	26.30502 	0.23388 	3.59546 	0.00218 	1,9
8475872	31.03503 	0.20479 	4.00721 	0.00175 	1,9
8476117	238.10000 	3.40000 	18.97000 	0.03000 	4
8476202	106.21525 	0.49249 	9.40539 	0.00186 	1,9
8476245	10.71727 	0.12405 	1.74707 	0.00148 	1,2
8476554	56.20088 	0.04734 	5.98623 	0.00093 	1,9
8478436	30.22375 	0.34866 	4.10835 	0.00346 	1
8478478	17.76295 	0.19605 	2.54203 	0.00136 	1,9
8478550	31.48248 	0.36217 	4.03936 	0.00281 	1,3,9
8478783	25.42069 	0.16451 	3.67961 	0.00184 	1,9
8479182	33.08926 	0.28890 	4.10711 	0.00230 	1,9
8479197	106.75612 	0.39088 	9.93036 	0.00173 	1
8479301	130.50000 	2.10000 	10.86000 	0.04000 	4
8479383	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8479533	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8479780	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8480097	-99.90000 	-99.90000 	15.44500 	-99.90000 	3,2,9
8480205	47.22134 	0.20759 	5.28291 	0.00091 	1,9
8480313	29.85854 	0.18541 	4.12301 	0.00422 	1,9
8480808	36.71148 	0.36111 	4.28576 	0.00253 	1,9
8481174	26.23685 	0.21967 	3.43988 	0.00128 	1,9
8481224	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8481716	203.40000 	1.00000 	16.37000 	0.02000 	4
8481765	32.01460 	0.13933 	3.90260 	0.00231 	1,9
8482229	195.97706 	1.54098 	15.81094 	0.00777 	1
8482522	32.18252 	0.18226 	3.82252 	0.00129 	1,3,2,9
8482566	24.04476 	0.06936 	3.34366 	0.00168 	1,9
8482791	56.35630 	0.31235 	6.26319 	0.00118 	1,9
8482831	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8482944	27.65892 	0.07003 	3.82604 	0.00173 	1,9
8483005	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8487250	31.12259 	0.21033 	4.09560 	0.00173 	1,9
8487525	188.14116 	0.70373 	17.12994 	0.00944 	1,4
8487527	28.35788 	0.18897 	4.00838 	0.00201 	1,9
8487796	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8487905	50.28260 	0.13329 	4.85950 	0.00616 	1,3,9
8488530	77.40839 	0.53482 	7.42320 	0.00203 	1,3,9
8488718	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8489118	38.86864 	0.33555 	4.08863 	0.00266 	1,9
8489172	9.49867 	0.23361 	1.87879 	0.00618 	1
8489832	39.57611 	0.24595 	4.44533 	0.00142 	1,3,9
8490137	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8490404	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8490454	65.07536 	0.16200 	6.23821 	0.00236 	1,3,9
8490583	31.23936 	0.23204 	3.95612 	0.00146 	1,9
8490701	81.59491 	0.24313 	7.66446 	0.00122 	1,3,9
8491073	28.78550 	0.28847 	3.70491 	0.00244 	1,9
8491147	35.54881 	0.06053 	4.31100 	0.00166 	1
8491197	19.45332 	0.21089 	2.68291 	0.00139 	1,9
8491283	45.42348 	0.23486 	4.77082 	0.00125 	1
8491374	1022.00000 	94.00000 	57.50000 	2.20000 	8,9
8491839	3.91893 	0.06105 	0.86651 	0.00306 	1,9
8493735	615.00000 	25.00000 	38.70000 	1.00000 	8,9
8493800	1850.00000 	109.00000 	83.60000 	1.80000 	8,9
8493827	31.95699 	0.24740 	4.06367 	0.00194 	1
8493969	103.62785 	0.32222 	9.91992 	0.00117 	1,3
8494157	98.62386 	0.61757 	7.30791 	0.00283 	1,3,9
8494160	193.47264 	0.71992 	15.73331 	0.00208 	1,3,9
8494476	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8494649	226.05209 	0.85003 	18.08624 	0.00894 	1
8494839	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8495051	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8495056	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8495082	8.71428 	0.02554 	1.43064 	0.00102 	1,2,9
8495124	20.97325 	0.25443 	3.01127 	0.00177 	1,9
8495174	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8495281	97.19288 	0.67845 	8.60964 	0.00261 	1,9
8495626	48.41227 	0.30015 	5.11049 	0.00127 	1,9
8495760	31.92647 	0.18018 	3.89224 	0.00434 	1,9
8496042	40.85270 	0.25006 	4.57149 	0.00148 	1,3,9
8496043	47.52884 	0.46903 	5.44450 	0.00212 	1,9
8496232	227.50000 	1.70000 	17.88000 	0.03000 	4
8496527	33.99000 	-99.90000 	3.93000 	-99.90000 	2
8496572	34.21652 	0.18427 	4.16067 	0.00684 	1,9
8497211	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8499557	82.43483 	0.33353 	7.60365 	0.00127 	1,3
8499922	45.55291 	0.21681 	5.25206 	0.00094 	1,9
8499940	1323.00000 	100.00000 	69.40000 	1.00000 	8,9
8500090	17.51434 	0.37473 	2.27114 	0.00265 	1,9
8500283	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8500614	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8500622	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8500704	26.28000 	-99.90000 	4.04000 	-99.90000 	2,9
8501036	28.55714 	0.32972 	3.30850 	0.00274 	1
8504558	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8505072	102.56323 	0.47344 	8.79787 	0.00455 	1,3,9
8505345	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8505515	38.29312 	0.18819 	4.53332 	0.00090 	1,9
8505576	182.80233 	0.23119 	14.24044 	0.00226 	1,4
8505889	40.13167 	0.92328 	4.53778 	0.00488 	1
8506096	42.37041 	0.21554 	4.50625 	0.00126 	1,3,9
8506123	28.56732 	0.14255 	3.95098 	0.00275 	1,9
8506218	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8506281	29.44945 	0.50249 	3.86112 	0.00480 	1
8506295	32.92835 	0.09347 	3.59568 	0.00178 	1,9
8506788	28.90260 	0.25382 	4.44331 	0.00286 	1,2,9
8506816	-99.90000 	-99.90000 	11.98200 	-99.90000 	3,9
8506856	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8506868	30.12231 	0.06321 	3.67962 	0.00100 	1,9
8507295	46.16258 	0.21994 	5.38928 	0.00093 	1,9
8507397	34.77220 	0.07756 	4.22556 	0.00165 	1,2,9
8507484	-99.90000 	-99.90000 	8.23200 	-99.90000 	3,9
8508151	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8508931	55.55438 	0.26295 	5.00516 	0.00111 	1,2,9
8509198	105.52355 	0.26627 	9.04220 	0.00243 	1,9
8509318	21.55760 	0.28599 	2.69403 	0.00182 	1
8509478	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8509527	24.35333 	0.34539 	3.09652 	0.00205 	1
8510050	131.94529 	0.44788 	11.23316 	0.00340 	1,9
8510483	35.94236 	0.55879 	4.15245 	0.00286 	1,9
8510560	-99.90000 	-99.90000 	8.57900 	-99.90000 	3,9
8511194	6.05484 	0.06685 	1.09109 	0.00171 	1,9
8515390	52.65622 	0.27445 	5.33279 	0.00130 	1,3,2,9
8516015	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8516041	1867.00000 	124.00000 	96.30000 	2.90000 	8,9
8516407	4.75493 	0.02628 	1.15992 	0.00343 	1,9
8516969	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8517308	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8518106	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8518198	-99.90000 	-99.90000 	11.50300 	-99.90000 	3,2,9
8518402	55.66432 	0.20190 	5.38335 	0.00364 	1,3,9
8518835	33.52259 	0.09096 	4.07950 	0.00258 	1
8518881	-99.90000 	-99.90000 	12.52700 	-99.90000 	3,9
8519181	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8519624	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8520441	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8520552	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8520670	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8521178	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8522040	43.90071 	0.05996 	4.73801 	0.00134 	1,2,9
8522050	71.78993 	0.37203 	6.71273 	0.00152 	1,3,9
8522100	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8522751	128.46318 	0.63212 	11.50758 	0.00289 	1,9
8522971	109.93707 	0.28070 	8.68190 	0.00197 	1,9
8523516	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8523747	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8524250	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8524315	78.79715 	0.30378 	7.91693 	0.00112 	1,3,9
8524425	1081.00000 	28.00000 	59.40000 	0.60000 	8
8524633	48.09977 	0.21509 	5.60329 	0.00096 	1,3,9
8524725	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8525101	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8525150	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8525251	32.21645 	0.40930 	4.06719 	0.00346 	1
8525293	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8525359	52.69940 	0.04600 	5.63384 	0.00092 	1,2,9
8526108	41.44343 	0.14874 	4.99742 	0.00437 	1,2,9
8526197	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8526319	36.60000 	2.10000 	4.31000 	0.13000 	5
8526677	91.17555 	1.18888 	7.86019 	0.01213 	1
8526691	126.09190 	0.68538 	11.19400 	0.00260 	1,9
8527114	245.32699 	1.87350 	16.16726 	0.01687 	1
8527188	21.12940 	0.35926 	2.83874 	0.00234 	1,9
8538793	119.94993 	0.11415 	11.14246 	0.00148 	1,3,9
8538804	69.86027 	1.23063 	7.28351 	0.00473 	1,4
8538853	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8538882	27.91478 	0.16790 	3.64635 	0.00148 	1,9
8538922	15.38944 	0.21945 	2.21452 	0.00203 	1,9
8539201	32.83451 	0.31857 	4.34311 	0.00381 	1,2,9
8539255	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8539821	132.88286 	0.74722 	12.02864 	0.00404 	1,4
8540034	-99.90000 	-99.90000 	15.01100 	-99.90000 	3,9
8540384	35.42084 	0.32125 	4.78216 	0.00386 	1,3,9
8540615	45.05457 	0.28521 	4.67561 	0.00131 	1,2,9
8540767	28.40000 	-99.90000 	3.12000 	-99.90000 	2,9
8540791	40.77570 	0.61027 	4.08877 	0.01015 	1,9
8540820	22.03801 	0.18538 	3.31706 	0.00207 	1,9
8542964	47.61006 	0.27655 	5.03824 	0.00233 	1,9
8543165	-99.90000 	-99.90000 	7.29100 	-99.90000 	3,9
8543200	39.04586 	0.25252 	4.45003 	0.00159 	1,3,9
8543569	-99.90000 	-99.90000 	8.90000 	-99.90000 	3,9
8543727	4.40000 	-99.90000 	0.81000 	-99.90000 	2,9
8543941	34.27058 	0.06267 	4.16699 	0.00140 	1,3,9
8544007	18.48031 	0.07440 	2.58673 	0.00164 	1,9
8544169	210.93418 	0.87127 	14.49111 	0.01508 	1
8544483	53.02916 	0.36194 	4.94454 	0.00194 	1,3,9
8544630	74.40000 	0.60000 	7.55000 	0.02000 	4
8544968	23.00000 	1.50000 	3.04000 	0.50000 	5
8545067	43.29165 	0.19734 	4.80791 	0.00082 	1,9
8545291	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8545504	103.60578 	0.31510 	9.24307 	0.00101 	1,3,2,9
8545649	13.40107 	0.31458 	1.84229 	0.00275 	1
8545658	29.00000 	0.80000 	4.26000 	0.07000 	4
8545770	18.18437 	0.27335 	2.57168 	0.00187 	1
8545861	-99.90000 	-99.90000 	4.79000 	-99.90000 	3,9
8546146	6.50000 	-99.90000 	0.94000 	-99.90000 	2,9
8546822	150.40000 	0.80000 	13.06000 	0.02000 	4
8546998	40.47890 	0.10610 	4.38501 	0.00238 	1,3,9
8547085	31.13214 	0.10818 	3.79875 	0.00150 	1,9
8547122	28.58358 	0.07926 	3.95315 	0.00205 	1
8547156	30.71309 	0.09717 	3.74935 	0.00287 	1,9
8547279	383.00000 	32.00000 	25.60000 	1.10000 	8,9
8547342	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8547390	43.22645 	0.04553 	4.66867 	0.00137 	1,2
8547469	29.42298 	0.20667 	3.80686 	0.00184 	1,2,9
8547560	102.85873 	0.17277 	9.62564 	0.00159 	1,4
8547564	128.34343 	0.19651 	8.74804 	0.00150 	1,4
8547653	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8547669	26.64469 	0.05560 	3.26696 	0.00124 	1,9
8547904	213.76609 	1.01442 	14.59720 	0.01586 	1,5
8548606	25.63570 	0.24074 	3.63368 	0.00247 	1,9
8552314	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8552581	51.74824 	0.10134 	5.53392 	0.00087 	1,9
8552766	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8552947	28.56293 	0.06746 	3.94688 	0.00190 	1,9
8553297	167.61301 	0.45566 	13.09927 	0.00294 	1,4
8553967	137.86442 	0.55648 	11.95148 	0.00262 	1,4
8554007	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8555181	28.38229 	0.38069 	4.08639 	0.00364 	1
8555265	46.40244 	0.20035 	5.17256 	0.00089 	1,9
8555588	36.31755 	0.68763 	4.08612 	0.00421 	1,9
8555599	60.03787 	0.05697 	6.37014 	0.00087 	1,3,9
8555795	48.07352 	0.14589 	4.28555 	0.00098 	1
8555914	34.42818 	0.05123 	4.18540 	0.00136 	1,3,9
8556061	19.94992 	0.22457 	2.55715 	0.00097 	1
8556078	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8556690	28.13980 	0.30787 	3.44482 	0.00506 	1
8557457	32.08508 	0.17156 	4.18152 	0.00095 	1,9
8557575	43.05768 	0.16284 	4.65130 	0.00342 	1
8557678	30.90420 	0.18054 	4.11575 	0.00164 	1,9
8558038	36.58932 	0.57081 	4.37280 	0.00361 	1
8558329	45.82640 	0.33199 	4.82899 	0.00139 	1,9
8558444	28.32082 	0.31730 	4.14833 	0.00426 	1
8558530	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8558633	30.09740 	0.19200 	4.05473 	0.00190 	1,9
8558846	30.83148 	0.22450 	3.84725 	0.00129 	1,9
8559142	12.67841 	0.14474 	1.78782 	0.00292 	1,9
8559308	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8559576	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8559852	28.01285 	0.09440 	3.42974 	0.00197 	1,9
8560056	102.90000 	0.70000 	9.68000 	0.02000 	4
8560128	223.17221 	0.43419 	14.62986 	0.00632 	1
8560280	-99.90000 	-99.90000 	13.48600 	-99.90000 	3,9
8560306	48.25204 	0.31324 	5.52517 	0.00159 	1,9
8560398	31.24700 	0.37126 	4.15165 	0.00521 	1,9
8560475	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8560921	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8560949	30.18416 	0.23805 	3.79558 	0.00161 	1,9
8561126	33.89391 	0.18645 	4.04670 	0.00128 	1,3,9
8561202	57.89347 	0.26601 	5.81297 	0.00103 	1,3,9
8561216	55.20881 	0.10106 	5.88660 	0.00158 	1,9
8561221	467.00000 	23.00000 	29.60000 	0.40000 	8
8561238	54.66177 	0.08653 	5.29162 	0.00134 	1,3,2,9
8563948	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8564109	29.63437 	0.35580 	3.95795 	0.00383 	1,9
8564157	-99.90000 	-99.90000 	13.35900 	-99.90000 	3,9
8564559	43.45356 	0.07690 	4.69204 	0.00138 	1,9
8564860	65.82082 	0.45924 	6.09782 	0.00199 	1,9
8564956	19.36754 	0.43594 	2.62727 	0.00274 	1,9
8564966	-99.90000 	-99.90000 	7.61100 	-99.90000 	3,9
8564976	96.96906 	0.36484 	9.56488 	0.00137 	1,3,9
8565016	57.42362 	0.04474 	6.09231 	0.00093 	1,9
8566248	27.42994 	0.29895 	3.65323 	0.00254 	1,9
8569838	32.22179 	0.22943 	4.01997 	0.00175 	1,9
8569885	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8569991	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8570577	38.63711 	0.23742 	4.44467 	0.00136 	1,9
8570823	36.56380 	0.24417 	4.02278 	0.00142 	1,9
8571156	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8571171	36.14340 	0.05483 	4.34990 	0.00153 	1,9
8571469	33.63511 	0.09870 	4.09267 	0.00163 	1,9
8571485	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8571762	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8572242	32.34103 	0.08321 	3.94095 	0.00347 	1,9
8572364	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8572715	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
8573011	13.30000 	0.80000 	1.92000 	0.12000 	5
8573128	28.48053 	0.11911 	3.93940 	0.00268 	1,9
8573239	33.59694 	0.19408 	4.20678 	0.00165 	1,9
8573556	25.43121 	0.16007 	3.37305 	0.00093 	1,5
8573706	24.56976 	0.33620 	3.35150 	0.00313 	1
8573783	76.57227 	0.59514 	6.79635 	0.00202 	1,3,9
8573846	-99.90000 	-99.90000 	8.87000 	-99.90000 	3
8573996	30.33185 	0.12441 	4.18592 	0.00328 	1,9
8574234	-99.90000 	-99.90000 	10.52500 	-99.90000 	3,9
8574456	55.96905 	0.09120 	5.41120 	0.00141 	1,9
8574769	1333.00000 	68.00000 	71.40000 	1.60000 	8,9
8575147	54.99746 	0.14087 	5.32235 	0.00211 	1,3,9
8575158	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
