#(1) SSI website, (2) Hekker et al. 2011, (3) Stello et al. 2013, (4) Yu et al. 2016, (5) Mathur et al. 2016, (6) Gaulme et al. 2013, (7) Gaulme et al. 2014, (8) Chaplin et al. 2014, (9)Beck et al. 2014, (10)Pinsonneault et al. 2014					
#KIC	Vmax	Vmax_err	Dv	Dv_err	ref
5269870	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5270027	34.22517 	0.45556 	3.79913 	0.00259 	1,5
5270160	47.21811 	0.08266 	5.07767 	0.00112 	1,4
5270737	1.07000 	-99.90000 	0.37000 	-99.90000 	2
5270933	35.36287 	0.19579 	4.12136 	0.00129 	1,2,9
5271002	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5271191	35.13976 	0.20691 	4.21433 	0.00155 	1,3,9
5271329	29.20777 	0.06694 	3.57139 	0.00135 	1,9
5271465	31.06243 	0.37706 	3.98796 	0.00265 	1,9
5271626	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5271669	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5271717	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5271808	12.34990 	0.27644 	1.81273 	0.00261 	1,9
5271837	27.12112 	0.32076 	3.54663 	0.00189 	1,9
5272166	29.78785 	0.08767 	4.11361 	0.00204 	1,9
5272443	NaN	NaN	18.07000 	0.03000 	4
5272541	144.70000 	1.10000 	11.21000 	0.01000 	4
5272567	29.00000 	1.80000 	3.88000 	0.12000 	5
5272829	6.30000 	-99.90000 	1.10000 	-99.90000 	2,9
5272843	24.04775 	0.06821 	3.34407 	0.00250 	1,9
5273239	33.24188 	0.40087 	3.95758 	0.00240 	1,3,9
5273846	35.11779 	0.20824 	4.11285 	0.00140 	1,9
5273933	74.52813 	0.23935 	6.49080 	0.00227 	1,9
5276219	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5276591	27.50404 	0.21032 	3.80886 	0.00658 	1
5281000	45.44839 	0.45821 	4.97619 	0.00227 	1,9
5281405	32.71871 	0.13689 	3.98528 	0.00377 	1,9
5281639	210.10000 	1.70000 	15.82000 	0.02000 	4
5281702	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5281750	95.63869 	0.83815 	8.81224 	0.00628 	1,5
5281780	39.93567 	0.48111 	4.76680 	0.00228 	1,9
5282247	32.12641 	0.45323 	3.80648 	0.00227 	1,9
5282275	29.57323 	0.65410 	3.72685 	0.00490 	1,9
5282288	52.58716 	0.07121 	5.10133 	0.00160 	1,9
5282322	47.60000 	1.70000 	4.54000 	0.02000 	4
5282875	44.72047 	0.29529 	4.72494 	0.00158 	1,9
5282887	38.60346 	0.40538 	4.49499 	0.00291 	1,3,9
5283690	27.04208 	0.30859 	3.56899 	0.00181 	1,9
5283733	33.57010 	0.29620 	4.04469 	0.00168 	1,9
5283798	-99.90000 	-99.90000 	5.38200 	-99.90000 	3,2,9
5283855	29.54797 	0.38426 	3.86481 	0.00510 	1,9
5283958	52.58574 	0.27199 	5.24424 	0.00163 	1,3,9
5284127	32.20770 	0.07286 	3.91629 	0.00154 	1,2
5284269	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5284371	39.91918 	0.41448 	4.60857 	0.00217 	1,9
5284948	-99.90000 	-99.90000 	12.57000 	-99.90000 	3,9
5285096	50.18777 	0.35942 	5.68216 	0.00140 	1,9
5285332	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5285343	11.00035 	0.29521 	1.53819 	0.00272 	1,9
5285357	32.80000 	-99.90000 	4.04000 	-99.90000 	2,9
5285388	26.87362 	0.09049 	3.72440 	0.00266 	1
5285490	-99.90000 	-99.90000 	7.60600 	-99.90000 	3,9
5286020	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5286794	34.90748 	0.09200 	4.24135 	0.00171 	1,9
5286890	140.58369 	0.58804 	12.39852 	0.00257 	1,3,9
5287034	146.90200 	0.78287 	13.28286 	0.00371 	1,3,9
5287043	34.41288 	0.43278 	4.03236 	0.00330 	1,9
5287065	158.13159 	0.37794 	12.37981 	0.00247 	1,9
5287144	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5287291	14.32597 	0.06067 	2.01559 	0.00249 	1,9
5287316	37.19009 	0.27998 	4.40026 	0.00204 	1,9
5287356	86.75964 	0.99875 	8.54254 	0.00490 	1,5
5287376	155.30000 	3.50000 	11.59000 	0.04000 	4
5287466	40.40607 	0.42255 	4.54469 	0.00246 	1,9
5287536	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5287551	33.79018 	0.05843 	4.10240 	0.00148 	1,3,9
5287610	57.60392 	0.20489 	6.19127 	0.00089 	1,3,2,9
5287706	99.40502 	0.26381 	7.87752 	0.00206 	1,9
5288332	43.28793 	0.06423 	4.67500 	0.00140 	1,3,9
5288607	59.06336 	0.11875 	5.67643 	0.00125 	1,3,2,9
5288716	34.55376 	0.06260 	4.20007 	0.00155 	1,2,9
5288952	110.20784 	0.53120 	9.79830 	0.00203 	1,9
5289571	21.38791 	0.39627 	2.88766 	0.00266 	1,9
5289959	6.50000 	-99.90000 	1.12000 	-99.90000 	2
5290047	-99.90000 	-99.90000 	10.20700 	-99.90000 	3,9
5290071	37.93473 	0.28003 	4.37454 	0.00184 	1,9
5295280	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5295637	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5295846	171.54755 	0.47666 	14.49780 	0.00426 	1,9
5295898	133.74356 	0.29049 	11.35276 	0.00180 	1,9
5295989	36.15452 	0.14550 	4.35485 	0.00143 	1,9
5297605	6.00000 	-99.90000 	0.90000 	-99.90000 	2,9
5297961	10.59947 	0.29391 	1.57931 	0.00291 	1,9
5298825	21.10000 	1.40000 	2.46000 	0.05000 	5
5300269	98.92354 	0.77384 	8.33930 	0.00446 	1,9
5300578	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5300619	38.21808 	0.13913 	4.58726 	0.00137 	1,9
5300767	50.97715 	0.19785 	5.38280 	0.00081 	1,9
5301060	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5301510	27.41324 	0.41286 	3.99427 	0.00429 	1,9
5301647	132.56544 	0.47272 	12.28639 	0.00274 	1,4
5302430	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5302662	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5302674	-99.90000 	-99.90000 	8.52100 	-99.90000 	3,9
5303346	3.60000 	0.20000 	0.63000 	0.01000 	5
5303861	98.04571 	0.62628 	8.94819 	0.00225 	1,9
5303905	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5303930	8.36317 	0.22052 	1.45198 	0.00266 	1
5303959	39.57035 	0.40244 	4.57794 	0.00205 	1,9
5304118	29.72658 	0.29550 	3.94610 	0.00309 	1,9
5304271	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5304355	-99.90000 	-99.90000 	5.18100 	-99.90000 	3,9
5304515	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5304555	43.79765 	0.10667 	4.72742 	0.00216 	1,9
5304572	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5304582	-99.90000 	-99.90000 	4.69300 	-99.90000 	3,9
5305148	2.75268 	0.04630 	0.49394 	0.00333 	1,9
5305259	52.87869 	0.23560 	5.45761 	0.00102 	1,9
5305291	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5305945	94.40982 	0.46946 	9.37358 	0.00213 	1,9
5306039	49.16575 	0.24319 	5.55966 	0.00111 	1,9
5306667	39.42392 	0.11809 	4.27560 	0.00195 	1,9
5306751	-99.90000 	-99.90000 	8.67100 	-99.90000 	3,9
5306861	193.20590 	1.11019 	11.88896 	0.00795 	1,9
5306913	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5307203	47.41445 	0.16387 	4.62378 	0.00172 	1,2,9
5307348	57.08366 	0.09302 	5.51274 	0.00121 	1,3,9
5307365	43.39232 	0.44669 	4.81812 	0.00204 	1,9
5307494	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5307495	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5307747	79.07802 	0.09695 	6.86585 	0.00117 	1,3,2,9
5307930	50.10000 	-99.90000 	4.46000 	-99.90000 	2,9
5308081	58.13088 	0.14180 	5.60843 	0.00171 	1,3,9
5308493	29.63241 	0.52344 	3.88446 	0.00438 	1
5308666	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5308777	81.94198 	0.17829 	7.75284 	0.00125 	1,3,6,9
5308778	48.60000 	-99.00000 	5.20000 	-99.90000 	6,7
5309012	43.76041 	0.05199 	4.69177 	0.00124 	1,3,9
5309064	63.25890 	0.13041 	5.55987 	0.00173 	1,9
5309966	1498.00000 	59.00000 	73.20000 	2.00000 	8,9
5339687	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5339823	39.36537 	0.07921 	4.26952 	0.00185 	1,2,9
5339891	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5340000	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5340189	176.20886 	0.65033 	14.63946 	0.00307 	1,3,9
5340269	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5340557	19.59321 	0.13360 	2.73895 	0.00265 	1,9
5340720	89.52693 	0.44827 	8.95681 	0.00163 	1,3,9
5341131	-99.90000 	-99.90000 	5.61200 	-99.90000 	3,9
5341746	182.68614 	1.16425 	11.05670 	0.00738 	1,9
5342486	-99.90000 	-99.90000 	7.97000 	-99.90000 	3,9
5343338	117.48269 	0.35763 	10.50090 	0.00124 	1,3,9
5343454	109.54025 	0.49717 	10.01573 	0.00154 	1,3,9
5344380	62.02145 	0.60144 	5.84335 	0.00319 	1,3,9
5344460	21.90565 	0.07037 	2.67556 	0.00223 	1,9
5344496	49.65806 	0.33455 	5.45046 	0.00143 	1,3,9
5344502	58.17877 	0.21185 	6.18440 	0.00162 	1,9
5344612	1285.00000 	76.00000 	65.50000 	1.70000 	8,9
5344943	-99.90000 	-99.90000 	10.50200 	-99.90000 	3,9
5345094	142.44261 	0.29340 	12.10488 	0.00217 	1,3,9
5345214	34.44780 	0.21402 	4.11728 	0.00108 	1,9
5347736	151.32976 	0.30038 	11.86061 	0.00176 	1,9
5347927	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5349955	43.10184 	0.06706 	4.65585 	0.00107 	1,9
5350147	58.10000 	0.60000 	6.44000 	0.03000 	4
5350163	71.89468 	0.27359 	6.69020 	0.00097 	1,3,9
5350351	126.21249 	0.24131 	10.72036 	0.00174 	1,4
5350658	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5351254	28.04824 	0.36158 	3.71415 	0.00274 	1
5351405	38.65932 	0.20772 	4.35011 	0.00097 	1,9
5351445	28.20085 	0.19791 	3.98426 	0.00213 	1,9
5351659	1.80000 	0.10000 	0.37000 	0.01000 	5
5351878	229.92603 	0.54690 	18.12911 	0.00415 	1,4
5351903	42.80417 	0.29670 	4.99352 	0.00126 	1,3,9
5352533	NaN	NaN	17.66000 	0.08000 	4
5352699	23.66323 	0.20393 	3.58447 	0.00248 	1,9
5352861	165.30000 	1.90000 	12.81000 	0.01000 	4
5352862	23.63768 	0.16993 	3.51729 	0.00220 	1,4
5353108	24.76853 	0.14115 	3.04282 	0.00324 	1,9
5353146	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5353157	83.25908 	0.23158 	7.20955 	0.00106 	1,9
5353178	29.48000 	-99.90000 	3.82000 	-99.90000 	2,9
5353186	872.00000 	31.00000 	47.40000 	1.20000 	8,9
5353200	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5353283	19.27884 	0.15198 	2.75321 	0.00105 	1,9
5353350	38.11330 	0.29898 	4.41973 	0.00208 	1,4
5353757	29.12596 	0.31895 	3.76945 	0.00243 	1,9
5353786	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5354037	54.88102 	0.68389 	5.51112 	0.00239 	1
5354045	30.84201 	0.07571 	3.76455 	0.00276 	1,9
5354104	55.27820 	0.23838 	5.76803 	0.00097 	1,9
5354132	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5354940	245.20005 	1.50806 	16.45936 	0.04165 	1,4
5355747	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5355929	41.20975 	0.17081 	4.63333 	0.00074 	1,9
5356201	202.90000 	-99.90000 	15.62000 	-99.90000 	2,9
5356255	52.16834 	0.37806 	5.79544 	0.00146 	1,3,9
5356288	234.66581 	2.07362 	17.70501 	0.02006 	1
5357329	27.46599 	0.25958 	3.68188 	0.00227 	1,9
5357949	131.11924 	1.85154 	11.91658 	0.01891 	1
5358060	30.52605 	0.18052 	3.87593 	0.00127 	1,9
5358184	58.88225 	0.06145 	6.25474 	0.00099 	1,9
5358325	34.07870 	0.21891 	3.98558 	0.00194 	1
5358548	67.68760 	0.64244 	7.32788 	0.00338 	1,5
5358719	27.45947 	0.21705 	3.91958 	0.00216 	1,4
5358969	198.12851 	0.72639 	16.07011 	0.00255 	1,9
5359034	147.82658 	0.50740 	12.54981 	0.00325 	1,9
5359061	30.84679 	0.04881 	3.76512 	0.00155 	1,9
5359168	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5359241	54.99299 	0.07015 	5.32194 	0.00102 	1,9
5359242	30.10000 	1.30000 	4.01000 	0.03000 	4
5359329	31.26506 	0.19059 	4.04719 	0.00163 	1,9
5359478	30.75111 	0.07365 	3.75383 	0.00145 	1,9
5359518	55.09472 	0.41036 	5.64171 	0.00261 	1,3,9
5359568	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5359600	44.27759 	0.19692 	4.99369 	0.00079 	1,9
5360044	136.40000 	7.10000 	12.02000 	1.63000 	5
5360279	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5360382	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5360602	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5360690	25.51063 	0.17902 	3.32435 	0.00152 	1,9
5360757	36.66611 	0.18454 	4.17829 	0.00091 	1,2,9
5360842	24.58061 	0.26410 	3.17450 	0.00214 	1,9
5360999	224.87915 	0.24930 	15.09366 	0.00326 	1
5361169	35.69894 	0.27047 	4.82520 	0.00323 	1,3,9
5363562	34.14938 	0.17713 	4.20921 	0.00139 	1,9
5363755	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5363820	43.15957 	0.05313 	4.22727 	0.00124 	1,9
5363893	43.83894 	0.08042 	4.73167 	0.00135 	1,9
5363918	24.02011 	0.09519 	3.31584 	0.00212 	1,9
5363998	31.89406 	0.26793 	4.01538 	0.00153 	1,9
5364240	66.86501 	0.21217 	6.77922 	0.00094 	1,3,2,9
5364445	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5364483	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5364580	33.78573 	0.15682 	4.11030 	0.00204 	1,9
5364599	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5369207	36.02118 	0.34433 	4.30083 	0.00228 	1
5369251	34.45683 	0.18779 	4.48194 	0.00114 	1
5369311	62.59037 	0.27770 	6.96700 	0.00121 	1,3,9
5369457	30.67168 	0.18473 	3.97892 	0.00170 	1,4
5369544	33.72225 	0.65073 	4.05019 	0.00379 	1
5369662	60.52008 	0.38625 	5.50918 	0.00170 	1,3,9
5370325	25.00000 	1.60000 	3.62000 	0.70000 	5
5370348	32.38031 	0.56421 	4.39855 	0.00464 	1,9
5370814	160.63724 	1.15472 	12.81476 	0.00373 	1,9
5370902	113.43203 	0.38288 	10.10873 	0.00134 	1,3,9
5370942	55.59723 	0.52699 	5.92432 	0.00213 	1,5
5370950	28.30000 	1.60000 	4.10000 	0.11000 	5
5370997	8.56339 	0.19358 	1.35933 	0.00310 	1
5371033	30.59656 	0.16214 	3.80579 	0.00091 	1,9
5371035	30.66790 	0.07715 	3.74402 	0.00161 	1,9
5371089	27.80000 	1.60000 	3.66000 	0.79000 	5
5371092	-99.90000 	-99.90000 	9.96000 	-99.90000 	3,9
5371124	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5371125	45.43694 	0.07657 	4.89561 	0.00121 	1,9
5371173	42.52815 	0.05794 	5.12171 	0.00095 	1,9
5371202	44.96090 	0.40988 	5.03083 	0.00196 	1,9
5371482	169.90000 	3.50000 	12.32000 	0.06000 	4
5371494	5.40000 	0.40000 	0.98000 	0.12000 	5
5371516	1017.00000 	49.00000 	55.60000 	0.60000 	8
5371600	-99.90000 	-99.90000 	9.37200 	-99.90000 	3,9
5371626	19.90331 	0.14726 	2.54139 	0.00100 	1,2,9
5371756	-99.90000 	-99.90000 	10.04000 	-99.90000 	3,9
5371758	30.89217 	0.21065 	4.06571 	0.00173 	1,4
5371776	56.94875 	0.47493 	6.92774 	0.00267 	1
5372125	39.09580 	0.62558 	4.41498 	0.00513 	1,9
5372216	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5372224	119.96788 	0.27154 	10.23818 	0.00190 	1,3,9
5372374	60.73713 	0.46855 	6.31866 	0.00171 	1,3,9
5373213	27.97238 	0.17620 	3.42494 	0.00184 	1,9
5373233	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5373255	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5373278	54.16559 	0.06925 	5.78165 	0.00113 	1,9
5373447	39.39625 	0.26686 	4.20953 	0.00142 	1,9
5373639	90.46153 	0.26784 	7.80148 	0.00211 	1
5373768	49.95466 	0.37511 	5.79835 	0.00167 	1,5
5374099	126.48772 	0.33711 	10.77962 	0.00239 	1,4
5374118	58.52635 	0.10954 	5.64444 	0.00226 	1,9
5374221	25.63316 	0.22326 	3.36950 	0.00183 	1
5374249	34.22853 	0.06074 	4.13860 	0.00181 	1,9
5374540	49.79060 	0.27310 	5.09637 	0.00144 	1,3,9
5374733	22.01719 	0.37228 	2.85838 	0.00277 	1,9
5374749	28.20000 	1.90000 	4.14000 	0.60000 	5
5374758	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5374814	43.76990 	0.07118 	4.70648 	0.00109 	1,9
5374875	6.00722 	0.06189 	1.18194 	0.00302 	1
5375095	42.93893 	0.17449 	5.16869 	0.00444 	1,9
5375200	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5375260	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5375770	43.16920 	0.35562 	4.53030 	0.00224 	1,3,9
5375947	43.15194 	0.28951 	4.66101 	0.00751 	1,5
5376097	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5376106	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5376171	30.50000 	1.30000 	4.01000 	0.06000 	4
5376291	44.41461 	0.10765 	5.33709 	0.00106 	1,4
5376348	13.68828 	0.13268 	2.02381 	0.00105 	1,9
5376385	20.87313 	0.07084 	2.88990 	0.00105 	1,9
5376608	29.44197 	0.37972 	3.74771 	0.00206 	1,9
5376639	36.06580 	0.11268 	3.92547 	0.00111 	1,9
5376963	42.40566 	0.26486 	4.50865 	0.00138 	1,3,9
5377104	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5377277	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5377341	-99.90000 	-99.90000 	12.09100 	-99.90000 	3,9
5377629	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5377645	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5380617	42.30000 	1.90000 	4.06000 	0.04000 	4
5380775	62.24637 	0.06929 	5.95901 	0.00091 	1,3,2,9
5381295	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5381849	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5382824	99.39727 	0.20124 	7.87693 	0.00180 	1,9
5383275	48.79175 	0.55743 	4.87657 	0.00299 	1,3,9
5383359	31.61846 	0.22166 	4.05817 	0.00168 	1,9
5384004	187.30347 	1.20719 	14.97671 	0.00461 	1,9
5384223	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5384584	15.10000 	-99.90000 	2.10000 	-99.90000 	2,9
5384777	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5385086	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5385245	114.06822 	0.86661 	9.13018 	0.00339 	1
5385518	54.74385 	0.05852 	5.29913 	0.00096 	1,3,2,9
5385778	6.91102 	0.14462 	0.91501 	0.00094 	1
5386317	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5387638	36.60566 	0.27863 	4.36915 	0.00241 	1,3
5387744	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5388289	32.49882 	0.36394 	4.06117 	0.00240 	1
5388291	28.78153 	0.41900 	4.17746 	0.00520 	1
5388366	28.71225 	0.34692 	3.59426 	0.00241 	1,9
5388821	42.90698 	0.28513 	4.86584 	0.00122 	1,9
5388887	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5389097	15.68306 	0.35712 	2.26954 	0.00376 	1,9
5389263	149.31538 	0.82699 	12.81114 	0.00305 	1,3,9
5389557	12.10465 	0.24662 	1.86880 	0.00289 	1,9
5389610	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5389655	39.75859 	0.23422 	4.58613 	0.00133 	1,9
5389805	30.12112 	0.21929 	3.91151 	0.00118 	1,5
5390228	36.92449 	0.24401 	4.34255 	0.00122 	1,9
5390305	32.04324 	0.35411 	4.10132 	0.00282 	1,5
5390372	161.41420 	0.67404 	13.86861 	0.00339 	1,3,9
5390438	300.00000 	9.00000 	21.20000 	0.40000 	8,9
5390758	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5390762	36.53963 	0.19777 	3.97505 	0.00261 	1,9
5390924	42.20000 	2.20000 	4.62000 	0.13000 	5
5391118	78.22307 	0.41522 	7.82288 	0.00141 	1,3,9
5391275	67.52358 	0.28401 	6.79080 	0.00115 	1,9
5391531	104.30000 	1.30000 	8.31000 	0.04000 	4
5391708	28.50000 	2.50000 	4.17000 	0.26000 	5
5391911	16.42473 	0.10394 	2.30474 	0.00254 	1,9
5392140	30.25202 	0.30437 	3.89313 	0.00298 	1,9
5392313	51.50669 	0.23063 	5.40922 	0.00096 	1,9
5392342	40.84730 	0.10644 	4.42315 	0.00127 	1,9
5392363	75.86027 	0.44107 	7.50862 	0.00167 	1,3,9
5392657	43.62638 	0.20471 	4.52255 	0.00089 	1,2,9
5393278	46.07030 	0.07397 	4.93205 	0.00176 	1,9
5393297	29.15352 	0.27682 	3.85543 	0.00269 	1
5393304	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5393453	118.47453 	0.43584 	10.53696 	0.00139 	1,3,9
5393781	34.24091 	0.30211 	3.94833 	0.00155 	1,9
5394350	37.13725 	0.10776 	4.49325 	0.00153 	1,9
5394451	52.45423 	0.36628 	5.49100 	0.00147 	1,3,9
5394670	36.38149 	0.23086 	4.30971 	0.00148 	1,9
5395247	52.50000 	1.40000 	4.83000 	0.04000 	4
5395312	-99.90000 	-99.90000 	8.45100 	-99.90000 	3,9
5395444	28.23940 	0.16661 	3.78942 	0.00155 	1,9
5395669	45.44187 	0.05470 	4.89611 	0.00139 	1,3,9
5395842	27.93341 	0.28023 	3.68421 	0.00235 	1,9
5395887	44.00401 	0.35302 	4.59690 	0.00320 	1,9
5395942	3.40000 	0.20000 	0.68000 	0.14000 	5
5395997	30.76220 	0.19353 	3.91480 	0.00185 	1,9
5396808	30.31080 	0.25238 	3.70188 	0.00542 	1,9
5396909	57.71121 	0.27978 	5.34688 	0.00124 	1,3,9
5397058	248.88602 	0.84206 	21.09251 	0.01701 	1,9
5397223	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5397524	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5398044	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5398311	67.87903 	0.79699 	6.89128 	0.00354 	1,9
5425986	27.47816 	0.18884 	4.00123 	0.00242 	1,4
5426041	48.78388 	0.21732 	5.05545 	0.00092 	1,2,9
5426077	59.83047 	0.09114 	6.34945 	0.00117 	1,9
5426137	84.38405 	0.46253 	8.33659 	0.00179 	1,3,9
5426152	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5426401	72.82594 	0.54945 	7.46477 	0.00207 	1,3,9
5427229	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5427533	51.91714 	0.22099 	5.55482 	0.00208 	1
5428360	89.94288 	0.38524 	8.62589 	0.00139 	1,3,9
5428405	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5428540	42.11199 	0.36895 	4.72205 	0.00245 	1,5
5428669	47.92244 	0.08549 	5.14947 	0.00124 	1,9
5429725	41.02311 	0.09371 	4.44092 	0.00200 	1,3
5429727	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5429842	173.76197 	0.98732 	11.17582 	0.00546 	1,9
5429911	438.00000 	40.00000 	28.10000 	0.60000 	8,9
5429938	32.19126 	0.60792 	4.06121 	0.00415 	1,9
5430086	27.85826 	0.06954 	3.41138 	0.00209 	1,2,9
5430779	123.31007 	0.28160 	10.50139 	0.00179 	1,2,9
5431007	142.34024 	0.94531 	11.72925 	0.00439 	1,9
5431016	NaN	NaN	48.50000 	1.80000 	8,9
5431304	24.21854 	0.27826 	3.73991 	0.00369 	1,9
5431353	17.78371 	0.22049 	2.61805 	0.00164 	1,9
5431807	444.00000 	11.00000 	28.40000 	0.50000 	8,9
5435648	47.79907 	0.23903 	5.48753 	0.00107 	1,9
5435961	-99.90000 	-99.90000 	4.05200 	-99.90000 	3,9
5435965	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5435995	40.17113 	0.27755 	4.49302 	0.00203 	1,9
5436082	37.14619 	0.20966 	4.31307 	0.00138 	1,3,2,9
5436161	26.03647 	0.02432 	3.62126 	0.00060 	1
5436415	119.10000 	0.70000 	10.19000 	0.02000 	4
5436490	46.73651 	0.18534 	5.35961 	0.00079 	1,9
5436707	26.82978 	0.14748 	3.59820 	0.00091 	1,4
5436814	9.70000 	-99.90000 	1.68000 	-99.90000 	2,9
5436821	171.35930 	0.47924 	13.38203 	0.00440 	1,4
5437624	93.91660 	0.42126 	9.04851 	0.00149 	1,4
5437796	29.08432 	0.04619 	3.55683 	0.00087 	1,9
5437901	33.11645 	0.40795 	3.19899 	0.00297 	1,4
5437909	197.87940 	0.51479 	14.27942 	0.00496 	1,2,9
5438256	31.26541 	0.29664 	3.98822 	0.00196 	1,9
5438902	44.01633 	0.29257 	5.37879 	0.00253 	1
5438922	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5439087	37.37184 	0.19122 	4.41345 	0.00141 	1,9
5439189	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5439272	45.02202 	0.24400 	5.27838 	0.00109 	1,9
5439339	93.90585 	0.54460 	7.85616 	0.00197 	1,9
5439372	5.97545 	0.09318 	1.23523 	0.00264 	1,9
5439449	-99.90000 	-99.90000 	-99.90000 	-99.90000 	9
5439695	42.05981 	0.07878 	4.54845 	0.00152 	1,9
5440198	127.81510 	0.38171 	11.33634 	0.00128 	1,3,9
5440204	86.90000 	0.60000 	8.22000 	0.02000 	4
5440406	103.90000 	11.40000 	9.77000 	0.09000 	5
5440418	64.36208 	0.26813 	7.21721 	0.00121 	1,4
5440488	42.10849 	0.05947 	4.55347 	0.00103 	1,9
5440925	69.04271 	0.34347 	6.98828 	0.00138 	1,9
5441150	34.75497 	0.14952 	4.22355 	0.00281 	1,9
5443651	56.23379 	0.20213 	6.15816 	0.00080 	1,9
5443741	52.37032 	0.05135 	5.55049 	0.00093 	1,9
5443746	28.00263 	0.18261 	3.73740 	0.00161 	1,9
5443981	52.27584 	0.19224 	5.55891 	0.00134 	1,3,9
